title,author,image,tags,sinopsis,price,real_price,n_pages,editorial,lang,encuadernacion,ISBN,year,date
INVISIBLE,ELOY MORENO,https://imagessl5.casadellibro.com/a/l/t5/35/9788416588435.jpg,"Juvenil,Más de 15 años,Temas sociales",Quién no ha deseado alguna vez ser invisible,13.00,12.35,304,NUBE DE TINTA,CASTELLANO,Tapa blanda,9788416588435,2018,01/02/2018
IMPERIO DE TORMENTAS (TRONO DE CRISTAL 5),SARAH J. MAAS,https://imagessl3.casadellibro.com/a/l/t5/23/9788418359323.jpg,"Juvenil,Más de 15 años,Fantasía y magia",,12.90,12.25,816,HIDRA,CASTELLANO,,9788418359323,2022,31/10/2022
LA DUEÑA (EJEMPLAR FIRMADO POR LA AUTORA),ISABEL SAN SEBASTIAN,https://imagessl9.casadellibro.com/a/l/t5/09/2910025387209.jpg,Narrativa histórica," de Nuestro Señor. Cristianos y musulmanes libran una lucha sin cuartel en Hispania, divididos a su vez en reinos y taifas arrasados por disputas intestinas. En ese mundo despiadado, Auriola relata a su nieto Diego la gesta de su abuelo Ramiro, caballero de frontera caído en combate al servicio de su rey, mientras defiende sola la tierra que su esposo ganó con la espada. Abuela y nieto deberán sobrevivir a las guerras fratricidas entre Navarra, León y Castilla, salvar el legado familiar y plantar cara a la brutal acometida de los almorávides.",22.90,21.75,472,PLAZA & JANES EDITORES,CASTELLANO,Tapa dura,2910025387209,2022,06/10/2022
STRAVAGANTIA,LAURA GALLEGO,https://imagessl1.casadellibro.com/a/l/t5/71/9788418949371.jpg,"Infantil,Infantil 10 a 12 años,Literatura 10 a 12 años","Eric se marcha a vivir a la otra punta del mundo y Virginia ya ha asumido que no volverá a verlo más. Pero, en la víspera de su partida, ambos se ven súbitamente arrastrados hasta Stravagantia, un insólito mundo lleno de peligros y poblado de extrañas criaturas, no siempre amistosas.",8.99,8.54,480,MONTENA,CASTELLANO,Tapa dura,9788418949371,2022,20/10/2022
LA LEYENDA DEL LADRÓN,JUAN GOMEZ JURADO,https://imagessl7.casadellibro.com/a/l/t5/57/9788413142357.jpg,"Literatura,Narrativa en bolsillo,Histórica en bolsillo","Andalucía, 1587. En medio de un pueblo arrasado por la peste, uno de los  comisarios de abastos del rey Felipe II encuentra a un niño que aún se  aferra a la vida. Arriesgando su carrera, lo rescata de las garras de la  muerte y lo lleva a Sevilla, sin poder imaginar lo que acabará suponiendo ese acto.",20.90,19.85,664,B DE BOLSILLO ,CASTELLANO,Tapa blanda,9788413142357,2020,08/10/2020
MAR DE FUEGO,CHUFO LLORENS,https://imagessl1.casadellibro.com/a/l/t5/31/9788499899831.jpg,"Literatura,Narrativa en bolsillo,Histórica en bolsillo",,23.90,22.70,864,DEBOLSILLO,CASTELLANO,Tapa blanda,9788499899831,2013,03/01/2013
REY BLANCO,JUAN GOMEZ JURADO,https://imagessl8.casadellibro.com/a/l/t5/18/9788413144818.jpg,"Literatura,Narrativa en bolsillo,Policiaca. Novela negra en bolsillo","Cuando Antonia Scott recibe este mensaje, sabe muy bien quien se lo  envía. Tambien sabe que ese juego es casi imposible de ganar. Pero a Antonia no le gusta perder.",20.90,19.85,528,B DE BOLSILLO ,CASTELLANO,Tapa blanda,9788413144818,2022,02/06/2022
LA ASERTIVIDAD: EXPRESION DE UNA SANA AUTOESTIMA,OLGA CASTANYER,https://imagessl1.casadellibro.com/a/l/t5/11/9788433011411.jpg,"Autoayuda y Espiritualidad,Autoayuda",,6.99,6.64,154,DESCLEE DE BROUWER,CASTELLANO,Tapa blanda,9788433011411,2014,30/09/2014
EDUCACION VALORES CIVICOS 5º EDUCACION PRIMARIA CONSTRUYENDO MUNDOS CAST ED 2022,,https://imagessl2.casadellibro.com/a/l/t5/32/9788468080932.jpg,"Libros de Texto y Formación,Educación primaria",,10.37,9.85,96,SANTILLANA,CASTELLANO,Tapa blanda,9788468080932,2022,29/07/2022
EL AGUILA Y LOS CUERVOS: LA CAIDA DEL IMPERIO ROMANO,JOSE SOTO CHICA,https://imagessl1.casadellibro.com/a/l/t5/31/9788412483031.jpg,"Historia,Historia Universal,Historia de Roma",,21.50,20.42,520,DESPERTA FERRO EDICIONES,CASTELLANO,Tapa dura,9788412483031,2022,05/10/2022
EL ARTE DE ENGAÑAR AL KARMA,ELISABET BENAVENT,https://imagessl5.casadellibro.com/a/l/t5/75/9788466359375.jpg,"Literatura,Narrativa en bolsillo,Romántica en bolsillo","Después de vender más de 3.000.000 de ejemplares de sus novelas, Elísabet Benavent vuelve con",18.90,17.95,696,DEBOLSILLO ,CASTELLANO,Tapa blanda,9788466359375,2022,03/03/2022
LA EDAD DE LA IRA,NANDO LOPEZ,https://imagessl3.casadellibro.com/a/l/t5/93/9788467040593.jpg,"Literatura,Narrativa en bolsillo,Narrativa española del XIX al XXI en bolsillo","Marcos, un adolescente de clase media, asesina a su padre y deja malherido a uno de sus cuatro hermanos.",12.95,12.30,320, ESPASA LIBROS,CASTELLANO,Tapa blanda,9788467040593,2022,23/02/2022
LA CONJURA DE LA NIEBLA,ANGELA BANZAS,https://imagessl9.casadellibro.com/a/l/t5/69/9788491295969.jpg,Novela negra,"La desaparición de una adolescente sacude la pequeña localidad de Illa  de Cruces. Allí la jueza Elena Casáis se hará cargo de la instrucción  del caso pese a ignorar que ese suceso está conectado con la  desaparición de la hermana de su madre, su tía Melisa. Un misterio de  hace treinta años del que una mujer ingresada en un psiquiátrico y el  viejo curandero de la isla guardarán las claves para resolverlo.",11.95,11.35,464,SUMA,CASTELLANO,Tapa blanda,9788491295969,2022,01/09/2022
POR SI LAS VOCES VUELVEN (ED. ESPECIAL TAPA DURA),ANGEL MARTIN,https://imagessl9.casadellibro.com/a/l/t5/89/9788408265689.jpg,"Arte,Cine,Actores",Hace unos años me rompí por completo. Tanto como para que tuvieran que atarme a la cama de un hospital psiquiátrico para evitar que pudiera hacerme daño.,19.90,18.90,256,PLANETA,CASTELLANO,Tapa dura,9788408265689,2022,16/11/2022
LA BESTIA (PREMIO PLANETA 2021),CARMEN MOLA,https://imagessl9.casadellibro.com/a/l/t5/49/9788408249849.jpg,Novela negra,"Corre el año 1834 y Madrid, una pequeña ciudad que trata de abrirse paso más allá de las murallas que la rodean, sufre una terrible epidemia de cólera. Pero la peste no es lo único que aterroriza a sus habitantes: en los arrabales aparecen cadáveres desmembrados de niñas que nadie reclama. Todos los rumores apuntan a la Bestia, un ser a quien nadie ha visto pero al que todos temen.",18.99,18.04,544,PLANETA,CASTELLANO,Tapa dura,9788408249849,2021,04/11/2021
COMO GANAR AMIGOS E INFLUIR SOBRE LAS PERSONAS (62ª ED.),DALE CARNEGIE,https://imagessl3.casadellibro.com/a/l/t5/23/9788493664923.jpg,"Autoayuda y Espiritualidad,Autoayuda",,5.49,5.22,318,ELIPSE,CASTELLANO,Tapa blanda,9788493664923,2008,01/10/2008
PUNTO CIEGO,PAULA HAWKINS,https://imagessl7.casadellibro.com/a/l/t5/87/9788408263487.jpg,Novela negra,"Desde que son niños Edie, Jake y Ryan han sido inseparables. Ellos tres contra el mundo. Edie pensaba que su amistad podría con todo, así que cuando su marido Jake es brutalmente asesinado y su mejor amigo, Ryan, acusado del crimen, su mundo se desmorona.",9.99,9.49,160,PLANETA,CASTELLANO,Tapa dura,9788408263487,2022,11/10/2022
RETRATO DE UNA MUJER MODERNA,MANUEL VICENT,https://imagessl7.casadellibro.com/a/l/t5/67/9788420460567.jpg,"Novela contemporánea,Narrativa española", ,19.90,18.90,224,ALFAGUARA,CASTELLANO,Tapa blanda,9788420460567,2022,20/10/2022
ESTUCHE PREMIO PLANETA 2022 (LEJOS DE LUISIANA + HISTORIAS DE MUJERES CASADAS),LUZ GABAS,https://imagessl7.casadellibro.com/a/l/t5/27/9788408265627.jpg,"Novela contemporánea,Narrativa española","Después de años de colonización, la familia Girard acepta la controvertida decisión de su país, Francia, de ceder a España en 1763 parte de las indómitas tierras del Misisipi; sin embargo, sufrirá las consecuencias de las rebeliones de sus compatriotas contra los españoles, la guerra de norteamericanos contra ingleses por la independencia de los Estados Unidos y la lucha desesperada de los nativos indios por la supervivencia de sus pueblos. En unos tiempos tan convulsos, Suzette Girard e Ishcate, indio de la tribu kaskaskia, librarán su propia batalla: preservar su amor de las amenazas del mundo que les ha tocado vivir. Todo ello conforma una novela cautivadora y monumental que atraviesa las cuatro décadas en las que España poseyó las legendarias tierras de Luisiana.",10.99,10.44,1232,PLANETA,CASTELLANO,Tapa blanda,9788408265627,2022,23/11/2022
EL INFINITO EN UN JUNCO,IRENE VALLEJO,https://imagessl3.casadellibro.com/a/l/t5/93/9788466358293.jpg,"Filología,Biblioteconomía,Historia del libro y de las bibliotecas","En esta obra fascinante sobre los orígenes del libro, Irene Vallejo se  adentra en la historia de un artefacto incomparable que nació hace cinco  milenios, cuando los egipcios descubrieron el potencial de un junco al  que llamaron papiro. Con gran sensibilidad y admirable capacidad  narrativa, la autora se remonta a los campos de batalla de Alejandro,  los palacios de Cleopatra, las primeras librerías y los talleres de copia manuscrita, pero tambien visita las hogueras donde ardieron códices prohibidos, la biblioteca de Sarajevo y el laberinto  subterráneo de Oxford en el año 2000. Los tiempos se funden y refunden  en la aventura colectiva de quienes solo han concebido la vida en  compañía de la palabra escrita. Y este ensayo único acaba prolongando el diálogo infinito del que tan magistralmente habla.",20.90,19.85,600,DEBOLSILLO ,CASTELLANO,Tapa blanda,9788466358293,2022,09/06/2022
IT STARTS WITH US,COLLEEN HOOVER,https://imagessl6.casadellibro.com/a/l/t5/26/9781668001226.jpg,"Literatura,En otros idiomas,Literatura en ingles",,18.90,17.95,,ATRIA BOOKS,INGLÉS,Tapa blanda,9781668001226,,18/10/2022
ESTAR BIEN AQUI Y AHORA. COMO SUPERAR LA INCERTIDUMBRE QUE NOS PROVOCA EL FUTURO,LUIS ROJAS MARCOS,https://imagessl5.casadellibro.com/a/l/t5/55/9788491397755.jpg,"Autoayuda y Espiritualidad,Autoayuda","Luis Rojas Marcos, uno de los psiquiatras más prestigiosos y reconocidos a nivel mundial, nos da las claves para mejorar nuestra salud mental en una de las etapas de mayor incertidumbre y miedo que está viviendo la humanidad. ",9.99,9.49,272,HARPERCOLLINS,CASTELLANO,Tapa blanda,9788491397755,2022,28/09/2022
ESTE DOLOR NO ES MÍO,MARK WOLYNN,https://imagessl0.casadellibro.com/a/l/t5/10/9788484456810.jpg,"Psicología y Pedagogía,Psicoterapias",,17.50,16.62,288,GAIA,CASTELLANO,Tapa blanda,9788484456810,2017,15/09/2017
DAMIAN,ALEX MIREZ,https://imagessl5.casadellibro.com/a/l/t5/55/9789801826255.jpg,"Juvenil,Más de 15 años,Misterio y terror",,7.95,7.55,472,DEJAVU EDICIONES - NOVA CASA EDITORIAL,CASTELLANO,Tapa blanda,9789801826255,2022,09/06/2022
LAS OLAS DEL TIEMPO PERDIDO,SANDRA BARNEDA,https://imagessl9.casadellibro.com/a/l/t5/19/9788408261919.jpg,"Novela contemporánea,Narrativa española",Eran cómplices de aventuras. Como ,12.95,12.30,512,PLANETA,CASTELLANO,Tapa dura,9788408261919,2022,21/09/2022
LOS RENGLONES TORCIDOS DE DIOS,TORCUATO LUCA DE TENA,https://imagessl3.casadellibro.com/a/l/t5/23/9788467065923.jpg,"Literatura,Narrativa en bolsillo,Narrativa española del XIX al XXI en bolsillo","Alice Gould es ingresada en un sanatorio mental. En su delirio, cree ser una investigadora privada a cargo de un equipo de detectives dedicados a esclarecer complicados casos. Según una carta de su médico particular, la realidad es otra: su paranoica obsesión es atentar contra la vida de su marido.",9.95,9.45,448, ESPASA LIBROS,CASTELLANO,Tapa dura,9788467065923,2022,18/05/2022
HEARTSTOPPER. EL ÁLBUM,ALICE OSEMAN,https://imagessl0.casadellibro.com/a/l/t5/30/9788408260530.jpg,"Cómics,Novela gráfica,Europea",,20.50,19.47,160,PLANETA,CASTELLANO,Tapa dura,9788408260530,2022,26/10/2022
THE AMERICAN ROOMMATE EXPERIMENT,ELENA ARMAS,https://imagessl2.casadellibro.com/a/l/t5/42/9781398515642.jpg,"Literatura,En otros idiomas,Literatura en ingles",,12.90,12.25,416,SIMON & SCHUSTER,INGLÉS,Tapa blanda,9781398515642,2022,06/09/2022
LA POSTAL,ANNE BEREST,https://imagessl9.casadellibro.com/a/l/t5/59/9788426422859.jpg,"Novela contemporánea,Narrativa extranjera",«Una obra maestra. Un libro inolvidable que te atrapa desde la primera página».,10.50,9.97,528,LUMEN,CASTELLANO,Tapa blanda,9788426422859,2022,01/09/2022
LA NENA (LA NOVIA GITANA 3),CARMEN MOLA,https://imagessl6.casadellibro.com/a/l/t5/26/9788466358026.jpg,"Literatura,Narrativa en bolsillo,Policiaca. Novela negra en bolsillo","«Una originalidad que nos somete y nos hace desear más, mucho más, cuando, horrorizados, nos damos cuenta de que estamos ya en la última página.»",20.90,19.85,392,DEBOLSILLO ,CASTELLANO,Tapa blanda,9788466358026,2021,17/06/2021
EL PACTO,PACO SORDO,https://imagessl9.casadellibro.com/a/l/t5/99/9788417989699.jpg,"Cómics,Novela gráfica,Otros países",,13.50,12.82,112,NUEVO NUEVE EDITORES,CASTELLANO,Tapa dura,9788417989699,2021,29/03/2021
LOS HOMBRES NO SON ISLAS,NUCCIO ORDINE,https://imagessl4.casadellibro.com/a/l/t5/24/9788419036124.jpg,"Ciencias Humanas,Filosofía,Filosofía contemporánea",,18.00,17.10,296,EL ACANTILADO,CASTELLANO,Tapa blanda,9788419036124,2022,05/10/2022
LAS HEREDERAS,AIXA DE LA CRUZ,https://imagessl0.casadellibro.com/a/l/t5/80/9788420432380.jpg,"Novela contemporánea,Narrativa española","«Una inteligencia que intimida. [...] Una mezcla de drama familiar,  costumbrismo castellano y tintes de novela gótica».",8.99,8.54,328,ALFAGUARA,CASTELLANO,Tapa blanda,9788420432380,2022,22/09/2022
EL ARBOL DE LA CIENCIA (21ª ED.),PIO BAROJA,https://imagessl7.casadellibro.com/a/l/t5/27/9788437605227.jpg,"Literatura,Narrativa en bolsillo,Narrativa española del XIX al XXI en bolsillo","Para Azorín esta novela resume mejor que ninguna el espíritu de Baroja. Y efectivamente: sus principios filosóficos y sociales, la reacción frente a la miseria y el dolor, y los elementos autobiográficos hacen de esta obra muestra privilegiada del mundo del autor.",17.50,16.62,304,CATEDRA,CASTELLANO,Tapa dura,9788437605227,2006,01/07/2006
MAÑANA EN LA BATALLA PIENSA EN MI,JAVIER MARIAS,https://imagessl3.casadellibro.com/a/l/t5/23/9788483461723.jpg,"Literatura,Narrativa en bolsillo,Narrativa española del XIX al XXI en bolsillo","La hechizante primera frase de esta novela ya dice mucho, quizá  demasiado: «Nadie piensa nunca que pueda ir a encontrarse con una muerta  entre los brazos y que ya no verá más su rostro cuyo nombre recuerda».",18.90,17.95,368,DEBOLSILLO,CASTELLANO,Tapa blanda,9788483461723,2006,06/10/2006
GRAVEDAD CERO,WOODY ALLEN,https://imagessl6.casadellibro.com/a/l/t5/26/9788413629926.jpg,"Novela contemporánea,Narrativa extranjera","Woody Allen vuelve en estado puro con una colección de relatos. Fiel a su estilo transgresor, con la ciudad de Nueva York como escenario de sus enredos y dispuesto a no morderse la lengua, el humor de Woody Allen es siempre políticamente incorrecto, popular y sofisticado al mismo tiempo, agudamente observador e implacablemente divertido.",24.50,23.27,256,ALIANZA EDITORIAL,CASTELLANO,Tapa blanda,9788413629926,2022,27/09/2022
POR EL CAMBIO: 1972-1982: COMO FELIPE GONZÁLEZ REFUNDÓ EL PSOE Y LO LLEVÓ AL PODER,IGNACIO VARELA,https://imagessl4.casadellibro.com/a/l/t5/44/9788423434244.jpg,"Historia,Biografías,Biografías políticas","Este no es un libro de historia de España, aunque parte de los hechos históricos. No es un libro de memorias, aunque está inevitablemente teñido por la experiencia y el recuerdo personal de quien vivió aquel período como testigo de primera fila. Tampoco es propiamente un ensayo político, pero incluye un puñado de reflexiones maduradas con el transcurrir de los años, útiles también para comprender el presente.",8.99,8.54,512,DEUSTO ,CASTELLANO,Tapa blanda,9788423434244,2022,26/10/2022
EL ASESINATO DE LA PROFESORA DE LENGUA (EL DUENDE VERDE),JORDI SIERRA I FABRA,https://imagessl6.casadellibro.com/a/l/t5/26/9788466762526.jpg,"Infantil,Infantil 10 a 12 años,Literatura 10 a 12 años","La profesora de lengua, Soledad, está harta de que sus alumnos no se esfuercen en clase. Su desesperación ha llegado a tal límite, que les comunica una seria noticia: antes de acabar el día, asesinará a uno de ellos, si no consiguen detenerla antes.",6.99,6.64,168,ANAYA,CASTELLANO,Tapa dura,9788466762526,2007,16/04/2007
DIME QUÉ COMES Y TE DIRÉ QUÉ BACTERIAS TIENES,BLANCA GARCIA OREA,https://imagessl7.casadellibro.com/a/l/t5/27/9788417752927.jpg,"Salud y Dietas,Medicina divulgativa","Muchas veces sufrimos cansancio, mal humor, ansiedad, estrés e incluso  molestias digestivas que tratamos solo con medicamentos. Blanca García-Orea, una de las nutricionistas más influyentes en nuestro país, comparte las claves para entender cómo influyen las bacterias intestinales en tus pensamientos, en tus patrones de conducta y su papel en las enfermedades y en la calidad de vida.",9.99,9.49,272,GRIJALBO,CASTELLANO,Tapa blanda,9788417752927,2020,08/10/2020
EL NOMBRE DEL VIENTO (SAGA CRONICA DEL ASESINO DE REYES 1),PATRICK ROTHFUSS,https://imagessl9.casadellibro.com/a/l/t5/79/9788499082479.jpg,"Literatura,Narrativa en bolsillo,Fantástica en bolsillo","En una posada en tierra de nadie, un hombre se dispone a relatar, por  primera vez, la auténtica historia de su vida. Una historia que  únicamente él conoce y que ha quedado diluida tras los rumores, las  conjeturas y los cuentos de taberna que le han convertido en un  personaje legendario a quien todos daban ya por muerto: Kvothe... músico, mendigo, ladrón, estudiante, mago, héroe y asesino.",26.90,25.55,880,DEBOLSILLO,CASTELLANO,Tapa blanda,9788499082479,2011,03/01/2011
NUNCA,KEN FOLLETT,https://imagessl2.casadellibro.com/a/l/t5/02/9788466367202.jpg,"Literatura,Narrativa en bolsillo,Policiaca. Novela negra en bolsillo","En el desierto del Sáhara, dos agentes de inteligencia siguen la pista a  un poderoso grupo terrorista arriesgando sus vidas -y, cuando se enamoran perdidamente, sus carreras- a cada paso.",24.90,23.65,840,DEBOLSILLO ,CASTELLANO,Tapa blanda,9788466367202,2022,06/10/2022
EL SILMARILLION (ILUSTRADO POR TED NASMITH),J.R.R. TOLKIEN,https://imagessl6.casadellibro.com/a/l/t5/16/9788445007716.jpg,"Literatura,Géneros literarios,Narrativa fantástica",Minotauro edita este conjunto de 20 ilustraciones fascinantes a todo color de ,20.95,19.90,404,MINOTAURO,CASTELLANO,,9788445007716,2019,08/10/2019
NORMAL PEOPLE,SALLY ROONEY,https://imagessl0.casadellibro.com/a/l/t5/50/9780571334650.jpg,"Literatura,En otros idiomas,Literatura en ingles",,21.50,20.42,,FABER AND FABER,INGLÉS,Tapa blanda bolsillo,9780571334650,2019,23/05/2019
WHAT S IN THE WITCH S KITCHEN?,NICK SHARRATT,https://imagessl9.casadellibro.com/a/l/t5/79/9781406384079.jpg,"Infantil,Infantil 0 a 2 años,Prelectura y preescritura",,12.90,12.25,,WALKER BOOKS LTD.,INGLÉS,Tapa blanda bolsillo,9781406384079,,06/09/2018
CHAINSAW MAN 1,TATSUKI FUJIMOTO,https://imagessl9.casadellibro.com/a/l/t5/59/9788467941159.jpg,"Cómics manga infantil y juvenil,Manga juvenil,Shonen",,9.00,8.55,192, NORMA EDITORIAL,CASTELLANO,Tapa blanda,9788467941159,2020,04/09/2020
TU MEJOR VERSION,ROBERTO SANCHEZ,https://imagessl1.casadellibro.com/a/l/t5/81/9788418620881.jpg,"Autoayuda y Espiritualidad,Autoayuda",La guía práctica para conseguir el cambio de imagen que siempre has querido y desarrollar tu máximo potencial.,7.99,7.59,256,VERGARA ,CASTELLANO,Tapa blanda,9788418620881,2022,08/09/2022
EL RAPTO DE EUROPA,CESAR D.M. SUMADARTSON,https://imagessl3.casadellibro.com/a/l/t5/43/9788413850443.jpg,"Ciencias Humanas,Esoterismo y Ciencias Ocultas,Esoterismo y ocultismo",,2.99,2.84,300,CIRCULO ROJO,CASTELLANO,Tapa blanda,9788413850443,2021,31/03/2021
EL LIBRO NEGRO DE LAS HORAS,EVA GARCIA SAENZ DE URTURI,https://imagessl6.casadellibro.com/a/l/t5/56/9788408252856.jpg,Novela negra,"Alguien que lleva muerto cuarenta años no puede ser secuestrado y, desde luego, no puede sangrar.",12.95,12.30,384,PLANETA,CASTELLANO,Tapa dura,9788408252856,2022,02/02/2022
"EL GRAN LIBRO DE LUCÍA, MI PEDIATRA",LUCIA GALAN BERTRAND,https://imagessl9.casadellibro.com/a/l/t5/89/9788408226789.jpg,"Medicina,Medicina general y especialidades,Pediatría"," acompañará a padres y madres en el viaje de sus vidas. Con muchísima información sobre la salud y el bienestar del bebé hasta su adolescencia, esta obra se convertirá en un manual de referencia, divulgativo y ameno.",6.99,6.64,688,PLANETA,CASTELLANO,Tapa dura,9788408226789,2020,02/06/2020
TRILOGIA REINA ROJA (PACK CON: REINA ROJA; LOBA NEGRA; REY BLANCO ),JUAN GOMEZ JURADO,https://imagessl7.casadellibro.com/a/l/t5/37/9788413145037.jpg,"Literatura,Narrativa en bolsillo,Policiaca. Novela negra en bolsillo","Antonia Scott es especial. Muy especial. No es policía ni criminalista.  Nunca ha empuñado un arma ni llevado una placa, y, sin embargo, ha resuelto decenas de crímenes.",20.90,19.85,,B DE BOLSILLO ,CASTELLANO,Tapa blanda,9788413145037,2022,02/06/2022
NOS CRECEN LOS ENANOS,CESAR PEREZ GELLIDA,https://imagessl1.casadellibro.com/a/l/t5/31/9788491295631.jpg,Novela negra,"«César Pérez Gellida es, sin ninguna duda, el mejor autor de novela negra de España».",21.90,20.80,616,SUMA,CASTELLANO,Tapa blanda,9788491295631,2022,08/09/2022
