title,author,image,tags,sinopsis,price,real_price,n_pages,editorial,lang,encuadernacion,ISBN,year,date
EL CORONEL NO TIENE QUIEN LE ESCRIBA,GABRIEL GARCIA MARQUEZ,https://imagessl8.casadellibro.com/a/l/t5/28/9788439740728.jpg,"Novela contemporánea,Narrativa hispanoamericana"," fue escrita por  Gabriel García Márquez durante su estancia en París, donde había  llegado, a mediados de los cincuenta, como corresponsal de prensa y con  la secreta intención de estudiar cine. El cierre del periódico para el  que trabajaba le sumió en la pobreza mientras redactaba en tres  versiones distintas esta excepcional novela, que luego fue rechazada por varios editores antes de su publicación.",26.50,25.17,128,LITERATURA RANDOM HOUSE,CASTELLANO,Tapa dura,9788439740728,2022,27/10/2022
CURSO BASICO DE SISTEMA FISCAL ESPAÑOL,MIGUEL DE HARO IZQUIERDO,https://imagessl3.casadellibro.com/a/l/t5/defecto3.jpg,"Derecho,Derecho financiero y tributario",,26.00,24.70,240, - DYKINSON,CASTELLANO,Tapa blanda,9788411222815,2022,
POLICAN 9: CRIMEN Y GATITO,DAV PILKEY,https://imagessl6.casadellibro.com/a/l/t5/36/9788413927336.jpg,"Cómics manga infantil y juvenil,Cómics",,25.95,24.65,240,EDICIONES SM,CASTELLANO,Tapa dura,9788413927336,2022,07/07/2022
PLANETA (SERIE INSPECTORA CAMINO VARGAS 3),SUSANA MARTIN GIJON,https://imagessl7.casadellibro.com/a/l/t5/07/9788420461007.jpg,Novela negra,"«Personalmente, leo con mucho gusto a Susana Martín Gijón».",19.90,18.90,472,ALFAGUARA,CASTELLANO,Tapa blanda,9788420461007,2022,27/01/2022
EL CEREBRO DEL ADOLESCENTE,DAVID BUENO,https://imagessl7.casadellibro.com/a/l/t5/57/9788425361357.jpg,"Psicología y Pedagogía,Psicología,Psicología infantil",¿Por que los adolescentes se acuestan tan tarde? ¿Es normal que nos lo  cuestionen todo? ¿Sabías que están más indefensos que los adultos frente  al estres y tienen más tendencia a la ansiedad o la ira? ¿Por que en su habitación reina el desorden?,15.95,15.15,320,GRIJALBO,CASTELLANO,Tapa blanda,9788425361357,2022,03/02/2022
ENTRE VISILLOS,CARMEN MARTIN GAITE,https://imagessl2.casadellibro.com/a/l/t5/22/9788423343522.jpg,"Literatura,Narrativa en bolsillo,Narrativa española del XIX al XXI en bolsillo",,66.00,62.70,288,DESTINO,CASTELLANO,Tapa blanda,9788423343522,2012,10/01/2012
ANNA KADABRA 5. LA ISLA DE LAS MASCOTAS,PEDRO MAÑAS,https://imagessl0.casadellibro.com/a/l/t5/90/9788408237990.jpg,"Infantil,Infantil 7 a 9 años,Literatura de 7 a 9 años",¡Se acerca el,9.95,9.45,128,PLANETA,CASTELLANO,Tapa blanda,9788408237990,2021,03/02/2021
LA FUNDACION,ANTONIO BUERO VALLEJO,https://imagessl5.casadellibro.com/a/l/t5/35/9788467033335.jpg,"Literatura,Teatro,Teatro contemporáneo español del XIX al XXI","LA FUNDACIÓN es una de las obras de Buero Vallejo que han alcanzado mayor éxito de público y crítica, tanto por el dramatismo de su trama argumental como por la novedad de los procedimientos técnicos utilizados. Presentada como una fábula, plantea al lector-espectador un choque entre realidad y ficción, que se resuelve paulatinamente a favor de la verdad. Cuando, identificados con el protagonista de la obra, creemos que nos encontramos cómodamente instalados en una Fundación, descubrimos que estamos en una cárcel. Es el reflejo de nuestro mundo y de nuestra sociedad. La Introducción y la Guía de lectura de Javier Díez de Revenga, catedrático de la Universidad de Murcia, explican cómo no se trata aquí tan solo de una lección ética, social o filosófica, sino de cómo, a través del arte, llegamos a integrarnos en el conflicto y a buscar una solución.",14.00,13.30,256, ESPASA LIBROS,CASTELLANO,,9788467033335,2010,04/06/2010
INTRODUCCION A LAS TECNICAS DE INVESTIGACION SOCIAL,JAVIER CALLEJO GALLEGO,https://imagessl0.casadellibro.com/a/l/t5/20/9788480049320.jpg,"Ciencias Políticas y Sociales,Sociología,Sociología del mundo",,6.25,5.94,336,EDITORIAL UNIVERSITARIA RAMON ARECES,CASTELLANO,Tapa blanda,9788480049320,2009,22/07/2009
NUEVA GRAMATICA DE LA LENGUA ESPAÑOLA: MANUAL,REAL ACADEMIA ESPAÑOLA,https://imagessl9.casadellibro.com/a/l/t5/19/9788467032819.jpg,"Idiomas,Español,Gramáticas de español",,30.00,28.50,1048, ESPASA LIBROS,CASTELLANO,,9788467032819,2010,06/05/2010
TAROT RIDER: EL ESPEJO DE LA VIDA (LIBRO + BARAJA),MARIO MONTANO,https://imagessl9.casadellibro.com/a/l/t5/29/9788496111929.jpg,"Ciencias Humanas,Esoterismo y Ciencias Ocultas,Tarot y cartomancia",,24.00,22.80,184,ARKANO BOOKS,CASTELLANO,Tapa dura,9788496111929,2011,11/05/2011
LA DAMA DEL LAGO (SAGA GERALT DE RIVIA 7) (EDICION COLECCIONISTA),ANDRZEJ SAPKOWSKI,https://imagessl4.casadellibro.com/a/l/t5/24/9788498890624.jpg,"Literatura,Géneros literarios,Narrativa fantástica",,134.90,128.15,464,ALAMUT EDICIONES,CASTELLANO,Tapa dura,9788498890624,2011,18/10/2011
HIERBA,KEUM SUK GENDRY KIM,https://imagessl1.casadellibro.com/a/l/t5/71/9788418052071.jpg,"Cómics,Novela gráfica,Otros países"," es la historia real de una superviviente: Lee Ok-Sun, una  joven coreana que durante la Guerra del Pacífico fue explotada como  «mujer de consuelo», el eufemismo utilizado por el ejército imperial japonés para referirse a sus esclavas sexuales. A día de hoy, aquel sigue siendo uno de los capítulos más oscuros del siglo XX.",19.90,18.90,488,RESERVOIR BOOKS,CASTELLANO,Tapa blanda,9788418052071,2022,24/02/2022
EL ARTE DE LA GUERRA,SUN TZU,https://imagessl1.casadellibro.com/a/l/t5/11/9788497775311.jpg,"Ciencias Humanas,Filosofía,Filosofía antigua",,12.95,12.30,112,OBELISCO,CASTELLANO,Tapa dura,9788497775311,2009,17/06/2009
"¡FUERA DE AQUI, HORRIBLE MONSTRUO VERDE!",ED EMBERLEY,https://imagessl6.casadellibro.com/a/l/t5/36/9789707774636.jpg,"Infantil,Infantil 7 a 9 años,Literatura de 7 a 9 años",,11.50,10.92,32,OCEANO TRAVESIA ,CASTELLANO,Tapa blanda,9789707774636,2008,16/05/2008
PALABRAS RADIANTES (EL ARCHIVO DE LAS TORMENTAS 2),BRANDON SANDERSON,https://imagessl8.casadellibro.com/a/l/t5/58/9788413143958.jpg,"Literatura,Narrativa en bolsillo,Fantástica en bolsillo",Los Caballeros Radiantes deben volver a alzarse.,34.90,33.15,1248,B DE BOLSILLO ,CASTELLANO,Tapa blanda,9788413143958,2022,07/04/2022
MATAR AL REY,JOSE LUIS CORRAL,https://imagessl0.casadellibro.com/a/l/t5/00/9788466671200.jpg,Narrativa histórica,". Ríos de sangre corren por el reino de Castilla y León tras  la muerte de Fernando IV, cuando su hijo y heredero, Alfonso XI, tiene  apenas un año. Mientras nobles y miembros de la corte libran una terrible lucha por hacerse con el trono, solo María de Molina y  Constanza de Portugal, abuela y madre de Alfonso, lo protegerán y  urdirán una compleja trama de intrigas y alianzas para conservar la corona que todos ambicionan.",9.99,9.49,432, EDICIONES B,CASTELLANO,Tapa dura,9788466671200,2022,10/03/2022
LA SEÑORITA BUTTERWORTH Y EL BARON LOCO,JULIA QUINN,https://imagessl7.casadellibro.com/a/l/t5/47/9788417421847.jpg,"Cómics,Novela gráfica,Otros países",Julia Quinn ofrece a los lectores un regalo irresistible: la historia completa de ,5.49,5.22,160,TITANIA,CASTELLANO,,9788417421847,2022,18/10/2022
CONFUSO PRIMER AMOR 5,WATARU HINEKURE,https://imagessl5.casadellibro.com/a/l/t5/45/9788419195845.jpg,"Cómics manga infantil y juvenil,Manga juvenil,Shojo",,8.50,8.07,192,MILKY WAY EDICIONES,CASTELLANO,Tapa blanda,9788419195845,2022,21/09/2022
BLUE LOCK Nº 02,YUSUKE NOMURA,https://imagessl4.casadellibro.com/a/l/t5/54/9788411123754.jpg,"Cómics manga infantil y juvenil,Manga juvenil,Shonen","Jinpachi Ego pone a prueba de inmediato a los participantes con una primera selección de BLUE LOCK, los 5 equipos de cada edificio se enfrentarán en un torneo de todos contra todos. Una vez hayan terminado los 10 partidos, los 2 equipos con más puntos continuarán su formación aquí, mientras que los otros 3 serán eliminados. Eso significa que tambien serán expulsados de BLUE LOCK.",8.90,8.45,192,PLANETA DE AGOSTINI,CASTELLANO,Tapa dura,9788411123754,2022,27/04/2022
JOJO S BIZARRE ADVENTURE PARTE 7: STEEL BALL RUN 10,HIROHIKO ARAKI,https://imagessl4.casadellibro.com/a/l/t5/14/9788419531414.jpg,"Cómics,Manga,Seinen",,12.00,11.40,360,IVREA,CASTELLANO,Tapa blanda,9788419531414,2022,06/10/2022
THE INK BLACK HEART,ROBERT GALBRAITH,https://imagessl9.casadellibro.com/a/l/t5/89/9780751584189.jpg,"Literatura,En otros idiomas,Literatura en ingles",,20.60,19.57,,WARNER BOOKS,INGLÉS,Tapa blanda,9780751584189,,30/08/2022
LA PEQUEÑA LIBRERÍA DE LOS CORAZONES SOLITARIOS,ANNIE DARLING,https://imagessl1.casadellibro.com/a/l/t5/31/9788416622931.jpg,"Literatura,Narrativa en bolsillo,Romántica en bolsillo","Había una vez, en una pequeña librería de Londres, una joven soñadora llamada Posy Morland, quien vivía rodeada de libros y se escondía tras las páginas de sus novelas románticas favoritas.á",8.95,8.50,384,BOOKS4POCKET,CASTELLANO,Tapa blanda bolsillo,9788416622931,2022,04/10/2022
EL BATMAN QUE RIE (DC POCKET),SCOTT SNYDER,https://imagessl2.casadellibro.com/a/l/t5/92/9788419351692.jpg,"Cómics,Superhéroes,DC",,41.50,39.42,224,ECC,CASTELLANO,Tapa dura,9788419351692,2022,28/09/2022
"DESCUBRIENDONOS. A CIENTO CINCUENTA PULSACIONES POR MINUTO, 1",ANA FORNER,https://imagessl9.casadellibro.com/a/l/t5/09/9788408263609.jpg,"Literatura,Narrativa en bolsillo,Erótica en bolsillo","¿Has besado alguna vez a tu mejor amigo? Y cuando digo «besar» no me refiero a un piquito de nada, sino a un beso en condiciones, de esos que crean fuegos artificiales sobre tu cabeza, convierten tus huesos en plastilina e incendian tu piel. Si aún no lo has hecho, no lo hagas; te aseguro que no es una buena idea, a no ser, claro está, que queráis cambiar de nivel, ya sabes, pasar de una gran amistad a algo más intenso.",4.99,4.74,560,PLANETA,CASTELLANO,Tapa blanda,9788408263609,2022,26/10/2022
VIVIENDO CON MATSUNAGA 1,,https://imagessl3.casadellibro.com/a/l/t5/73/9788419296573.jpg,"Cómics manga infantil y juvenil,Manga juvenil,Shojo",,9.00,8.55,176,YERMO EDICIONES,CASTELLANO,Tapa blanda,9788419296573,2022,03/11/2022
APUNTES DE TEORIA DEL DERECHO (ED. 5ª),LUIS PRIETO SANCHIS,https://imagessl1.casadellibro.com/a/l/t5/61/9788481647761.jpg,"Derecho,Historia y estudios",,21.41,20.34,336,TROTTA,CASTELLANO,Tapa blanda,9788481647761,2016,17/10/2016
LAZARILLO DE TORMES (CLASICOS ADAPTADOS),,https://imagessl1.casadellibro.com/a/l/t5/51/9788431680251.jpg,"Infantil,Infantil 10 a 12 años,Literatura 10 a 12 años",,4.99,4.74,144,VICENS-VIVES,CASTELLANO,Tapa blanda,9788431680251,2013,06/09/2013
PRACTICAS DE DIRECCION DE EMPRESAS,EDUARDO PEREZ GOROSTEGUI,https://imagessl7.casadellibro.com/a/l/t5/87/9788499613987.jpg,"Empresa,Administración y dirección empresarial",,63.00,59.85,644,EDITORIAL UNIVERSITARIA RAMON ARECES,CASTELLANO,Tapa blanda,9788499613987,2021,28/09/2021
ARISTÓTELES Y DANTE DESCUBREN LOS SECRETOS DEL UNIVERSO,BENJAMIN ALIRE SAENZ,https://imagessl9.casadellibro.com/a/l/t5/29/9788408209829.jpg,"Juvenil,Más de 15 años,Temas sociales","Dante sabe nadar. Aristóteles, no. Dante es hablador y seguro de símismo. Ari duda todo el tiempo y le cuesta entablar una conversación con alguien. Dante no para de pensar en poesía y arte. Ari vuelve constantemente al recuerdo de su hermano que estáen prisión. Dante es un sabelotodo que tiene una manera especial de entender el mundo. Ari es introvertido. Dante es más bien blanco. Ari es moreno.",12.90,12.25,352,PLANETA,CASTELLANO,Tapa blanda,9788408209829,2022,12/01/2022
HIJOS DE LA ADVERSIDAD,ANTONIO VALENZUELA,https://imagessl1.casadellibro.com/a/l/t5/11/9788413441511.jpg,"Salud y Dietas,Medicina divulgativa","Obesidad, hipertensión, diabetes, ansiedad, depresión, dolores crónicos, problemas de espalda y un largo etcétera son sólo algunos ejemplos de las patologías crónicas que forman parte de la vida cotidiana de demasiadas personas, robándoles años de vida, pero sobre todo de buena vida.",8.99,8.54,288,ALIENTA,CASTELLANO,Tapa blanda,9788413441511,2022,27/04/2022
"COMER, AMAR, MAMAR: GUIA DE CRIANZA NATURAL (CONTIENE: BESAME MUC HO; UN REGALO PARA TODA LA VIDA; MI NIÑO NO ME COME)",CARLOS GONZALEZ,https://imagessl2.casadellibro.com/a/l/t5/02/9788484608202.jpg,"Medicina,Medicina general y especialidades,Pediatría",,8.95,8.50,736,TEMAS DE HOY,CASTELLANO,Tapa dura,9788484608202,2009,16/11/2009
DERECHO ADMINISTRATIVO,MIGUEL SANCHEZ MORON,https://imagessl6.casadellibro.com/a/l/t5/96/9788430985296.jpg,"Derecho,Derecho constitucional",,23.99,22.79,992,TECNOS,CASTELLANO,Tapa dura,9788430985296,2022,
HISTORIAS DEL TOREO QUE NUNCA TE CONTARON,PACO AGUADO,https://imagessl5.casadellibro.com/a/l/t5/75/9788419188175.jpg,"Arte,Tauromaquia",,21.95,20.85,336,EL PASEO EDITORIAL,CASTELLANO,Tapa dura,9788419188175,2022,10/10/2022
DICCIONARIO DE MITOLOGIA GRIEGA Y ROMANA,PIERRE GRIMAL,https://imagessl4.casadellibro.com/a/l/t5/74/9788449324574.jpg,"Ciencias Humanas,Mitología,Mitología egipcia, griega y romana","   El dominio de la leyenda no se limita al de la investigación erudita, pues el brote por excelencia del mito es la obra literaria: no hay casi ningún aspecto de la literatura griega que lo ignore, y ninguno, de un modo u otro, deja de apoyarse en él. Por eso su conocimiento es inseparable del de las obras mismas. De esta manera, la mayor parte de las leyendas incluidas en este diccionario de Pierre Grimal -autor también de La mitología griega y La vida en la Roma antigua, ambas igualmente publicadas por Paidós- son de procedencia helénica, y un número más bien reducido, romanas. Ambas mitologías tienen entre sí muchos puntos de contacto, pero antes de encontrarse siguieron rutas distintas y desigualmente largas. El pensamiento mítico griego es, con mucho, el más rico y el que finalmente impondrá sus formas, pero ello no es motivo suficiente para que se pasen por alto algunas leyendas típicamente romanas cuyo estudio no está desprovito de significado.",14.00,13.30,672,PAIDOS IBERICA,CASTELLANO,Tapa blanda,9788449324574,2010,25/11/2010
EL PRINCIPE,NICOLAS MAQUIAVELO,https://imagessl5.casadellibro.com/a/l/t5/25/9788417430825.jpg,"Ciencias Humanas,Filosofía,Filosofía moderna",,5.99,5.69,160,ALMA EUROPA,CASTELLANO,Tapa dura,9788417430825,2019,02/10/2019
EL FUTUR DE LA HUMANITAT,EUDALD CARBONELL I ROURA,https://imagessl4.casadellibro.com/a/l/t5/04/9788418928604.jpg,"Ciencias Políticas y Sociales,Sociología,Estudios sociológicos",,9.99,9.49,212,ARA LLIBRES,CATALÁN,Tapa blanda,9788418928604,2022,05/09/2022
LA REINA,ANA POLO ALONSO,https://imagessl0.casadellibro.com/a/l/t5/80/9788413844480.jpg,"Historia,Biografías,Biografías históricas universales","Aunque probablemente haya sido la mujer más famosa del mundo y su vida se ha llevado a la pantalla —últimamente en la exitosa serie The Crown—, la verdadera historia de Isabel II no siempre ha sido bien explicada. Más bien lo contrario.",12.99,12.34,666,LA ESFERA DE LOS LIBROS,CASTELLANO,Tapa blanda,9788413844480,2022,05/10/2022
PAN DE LIMÓN CON SEMILLAS DE AMAPOLA,CRISTINA CAMPOS,https://imagessl8.casadellibro.com/a/l/t5/38/9788408149538.jpg,"Novela contemporánea,Narrativa española","Durante el invierno de 2010, en un pequeño pueblo del interior de Mallorca, Anna y Marina, dos hermanas que fueron separadas en su juventud, se reencuentran para vender una panadería que han heredado de una misteriosa mujer a la que creen no conocer.",19.99,18.99,416,PLANETA,CASTELLANO,Tapa dura,9788408149538,2021,27/10/2021
VIVIR CON SERENIDAD. 365 CONSEJOS,PATRICIA RAMIREZ,https://imagessl7.casadellibro.com/a/l/t5/17/9788425362217.jpg,"Autoayuda y Espiritualidad,Autoayuda",En ,9.99,9.49,416,GRIJALBO,CASTELLANO,Tapa blanda,9788425362217,2022,17/11/2022
ANTIFRAGIL: LAS COSAS QUE SE BENEFICIAN DEL DESORDEN,NASSIM NICHOLAS TALEB,https://imagessl7.casadellibro.com/a/l/t5/37/9788408149637.jpg,"Ciencias,Matemáticas,Matemáticas divulgativas",En,9.49,9.02,656,PLANETA,CASTELLANO,Tapa blanda,9788408149637,2016,19/01/2016
SOLDADOS,JORDI BRU,https://imagessl4.casadellibro.com/a/l/t5/44/9788412496444.jpg,"Historia,Disciplinas auxiliares,Historia militar",,29.95,28.45,208,DESPERTA FERRO EDICIONES,CASTELLANO,Tapa dura,9788412496444,2022,02/11/2022
POR QUÉ FRACASAN LOS PAÍSES,DARON ACEMOGLU,https://imagessl9.casadellibro.com/a/l/t5/09/9788423418909.jpg,"Economía,Historia de la economía",,85.00,80.75,608,DEUSTO ,CASTELLANO,Tapa blanda,9788423418909,2014,21/10/2014
MALDITO KARMA,DAVID SAFIER,https://imagessl2.casadellibro.com/a/l/t5/72/9788432210372.jpg,"Literatura,Narrativa en bolsillo,Humor en bolsillo","La presentadora de televisión Kim Lange está en el mejor momento de su carrera cuando sufre un accidente y muere aplastada por el lavabo de una estación espacial rusa. En el más allá, Kim se entera de que ha acumulado mal karma a lo largo de su vida: ha engañado a su marido, ha descuidado a su hija y ha amargado a cuantos la rodean. Pronto descubre cuál es su castigo: está en un agujero, tiene dos antenas y seis patas…¡es una hormiga! Kim no tiene ganas de ir arrastrando migas de pastel tras haber eludido los hidratos de carbono toda su vida. Además, no puede permitir que su marido se consuele con otra. Sólo le queda una salida: acumular buen karma para ascender por la escala de la reencarnación y volver a ser humana. Pero el camino para dejar de ser plagado de contratiempos. Un millón de lectores en Alemania ya han disfrutado de esta hilarante novela, que ha colocado a David Safier en lo más alto de la escena literaria europea.",9.99,9.49,320,SEIX BARRAL,CASTELLANO,Tapa blanda,9788432210372,2015,01/09/2015
EL OJO DEL MUNDO (LA RUEDA DEL TIEMPO Nº 1),ROBERT JORDAN,https://imagessl6.casadellibro.com/a/l/t5/06/9788445007006.jpg,"Literatura,Géneros literarios,Narrativa fantástica","La vida de Rand Al’Thor y sus amigos en Campo de Emond ha resultado bastante monótona hasta que una joven misteriosa llega al pueblo. Moraine, una maga capaz de encauzar el Poder Único, anuncia el despertar de una terrible amenaza.",14.90,14.15,832,MINOTAURO,CASTELLANO,Tapa blanda,9788445007006,2019,15/10/2019
LA VIA DEL TAROT,ALEJANDRO JODOROWSKY,https://imagessl3.casadellibro.com/a/l/t5/53/9788497939553.jpg,"Autoayuda y Espiritualidad,Psicología transpersonal","Desde hace más de cuarenta años, Alejandro Jodorowsky se ha dedicado al  estudio del Tarot, parte fundamental de su recorrido artístico y  terapeutico. Con Marianne Costa, ha extraído la quintaesencia de sus  innumerables lecciones y lecturas por todo el mundo para escribir ",9.99,9.49,616,DEBOLSILLO,CASTELLANO,Tapa blanda,9788497939553,2006,07/04/2006
OPEN WORLD FIRST. ENGLISH FOR SPANISH SPEAKERS. STUDENT S BOOK WI THOUT ANSWERS,,https://imagessl0.casadellibro.com/a/l/t5/50/9788490369050.jpg,"Idiomas,Inglés,Métodos y material de inglés",,10.37,9.85,28,CAMBRIDGE UNIVERSITY PRESS,INGLÉS,Tapa blanda,9788490369050,2019,02/05/2019
OLIVER TWIST (COLECCION CUCAÑA),CHARLES DICKENS,https://imagessl1.casadellibro.com/a/l/t5/71/9788431681371.jpg,"Infantil,Infantil 10 a 12 años,Literatura 10 a 12 años",,9.95,9.45,168,VICENS-VIVES,CASTELLANO,Tapa blanda,9788431681371,2013,25/09/2013
EL ALQUIMISTA,PAULO COELHO,https://imagessl5.casadellibro.com/a/l/t5/55/9788408144755.jpg,"Novela contemporánea,Narrativa extranjera"," ha encontrado devotos seguidores en todo el mundo. Publicada en más de 170 países, es una de las novelas más traducidas del mundo (83 lenguas) y ha convertido a Paulo Coelho en uno de los autores más leídos de la historia. Poderosa, sencilla, sabia e inspiradora, ésta es la historia de Santiago, un joven pastor andaluz que viaja desde su tierra natal hacia el desierto egipcio en busca de un tesoro oculto en las pirámides. Nadie sabe lo que contiene el tesoro, ni si Santiago será capaz de superar los obstáculos del camino. Pero lo que comienza como un viaje en busca de riquezas se convierte en un descubrimiento del tesoro interior.",16.90,16.05,192,PLANETA,CASTELLANO,Tapa dura,9788408144755,2021,17/03/2021
BUENAS NOCHES,MERITXELL MARTI,https://imagessl8.casadellibro.com/a/l/t5/28/9788491012528.jpg,"Infantil,Infantil 0 a 2 años,Hábitos emociones y valores",,17.95,17.05,16,COMBEL,CASTELLANO,Tapa dura,9788491012528,2017,01/09/2017
EL BOSON DE HIGGS,JAVIER SANTAOLALLA,https://imagessl5.casadellibro.com/a/l/t5/25/9788490607725.jpg,"Ciencias,Divulgación científica,Estudios generales","Viajes en el tiempo, agujeros negros, motores de antimateria, aceleración del universo…La física moderna suena a película, pero es ciencia, de la de verdad verdadera, la que nos cuenta una historia fascinante de descubrimientos y sueños cumplidos, de luchas y disputas, de pasión por comprender la naturaleza.",8.99,8.54,372,LA ESFERA DE LOS LIBROS,CASTELLANO,Tapa blanda,9788490607725,2016,06/09/2016
EL LIBRO DE LOS BALTIMORE,JOEL DICKER,https://imagessl9.casadellibro.com/a/l/t5/49/9788420417349.jpg,"Novela contemporánea,Narrativa extranjera",«,22.90,21.75,488,ALFAGUARA,CASTELLANO,Tapa blanda,9788420417349,2016,24/05/2016
LA MENTE CRIMINAL,VICENTE GARRIDO GENOVES,https://imagessl5.casadellibro.com/a/l/t5/15/9788499982915.jpg,"Derecho,Criminología",¿Cómo actúan los asesinos en serie? ¿Para que sirve el análisis del perfil genetico (ADN)? ¿Que es el ,13.90,13.20,320,TEMAS DE HOY,CASTELLANO,Tapa blanda,9788499982915,2013,
CORONA DE MEDIANOCHE (SAGA TRONO DE CRISTAL 2),SARAH J. MAAS,https://imagessl3.casadellibro.com/a/l/t5/93/9788418359293.jpg,"Juvenil,Más de 15 años,Fantasía y magia",,12.90,12.25,512,HIDRA,CASTELLANO,Tapa blanda,9788418359293,2021,08/03/2021
EL ALQUIMISTA IMPACIENTE (SERIE BEVILACQUA & CHAMORRO 2),LORENZO SILVA,https://imagessl0.casadellibro.com/a/l/t5/60/9788423344260.jpg,"Literatura,Narrativa en bolsillo,Policiaca. Novela negra en bolsillo","En un motel cerca de Guadalajara yace un hombre muerto en una postura poco honrosa. ¿Asesinato de estudiada crueldad o muerte natural tras la pasión de un encuentro amoroso? En ambos casos, se trata de un destino incomprensible para el ingeniero Trinidad Soler, respetable hombre de familia empleado en una central nuclear cercana. Pero las apariencias engañan, y alguien recuerda haberlo visto la noche anterior acompañado de una rubia de marcado acento ruso.",8.99,8.54,288,DESTINO,CASTELLANO,Tapa blanda,9788423344260,2011,05/04/2011
LA COCINA DE LA ESCRITURA,DANIEL CASSANY,https://imagessl0.casadellibro.com/a/l/t5/20/9788433913920.jpg,"Filología,Estudios literarios,Técnicas literarias","Escritoras, Escritores, Cocineros y aprendices todos, Tengo el gusto de presentarles La cocina de la escritura, un manual de redacción para todos aquellos que escriben ?¡o deberían escribir!?. Si ustedes son empleados de una empresa y tienen que redactar, si son estudiantes que se juegan el futuro en los exámenes, profesores que los corrigen o literatos en potencia, éste puede ser un libro con el que aprender a escribir, al que pueden llegar a querer y al que seguro que terminarán aborreciendo. Si ustedes están fascinados por la escritura, si odian escribir o si se parten de risa leyendo lo que escriben los demás, este libro puede ayudarles a experimentar con mucha más nitidez esas emociones. La cocina recoge lo más importante de la tradición occidental en redacción. Expone las investigaciones científicas más relevantes; las estrategias para buscar, ordenar y desarrollar ideas; la estructura del texto, o algunos trucos retóricos para encandilar al lector. Con ellas pueden aprender la técnica de la escritura... pero, desengáñense, eso no les convertirá en grandes escritores. ¡El talento no se enseña! Tienen en sus manos una cocina sin puertas, secretos ni tapujos. ¿Han entrado alguna vez en ella? ¿Les gustaría espiar al escritor? Pues adelante. ¡Pasen! ¡Entren en mi cocina! Encontrarán en ella un frigorífico repleto de comida: sucios borradores, fragmentos inacabados, ejempos, ejercicios e ideas para preparar sofritos. Está equipada con los artilugios más modernos (microondas descongelaideas, hornos para párrafos, licuaprosas y cuchillos cortafrases) sin olvidar las técnicas más populares (la inspiración al baño maría o la corrección con chino). El cocinero fue amante y pinche de la escritura. Aprendió a escribir hace más o menos veinticinco años (en una pequeña ciudad barcelonesa, con fecunda tradición de escritores), no ha parado de garabatear desde entonces y se gana la vida enseñando a escribir en una universidad. Tal es su obsesión por la escritura, que siempre lleva delantal y sólo consigue escribir sobre escribir o sobre cómo se enseña y se aprende a escribir. En fin, el plato que les ofrezco hoy es suculento y variado. Lo he preparado con esmero y confío en que les agrade. ¡Buen provecho! Gratinadamente, El jefe de cocina",8.99,8.54,264,ANAGRAMA,CASTELLANO,Tapa blanda,9788433913920,1995,01/06/1995
LOS MUERTOS NO SABEN NADAR (SERIE GRACIA SAN SEBASTIAN 3),ANA LENA RIVERA,https://imagessl6.casadellibro.com/a/l/t5/66/9788418185366.jpg,"Literatura,Narrativa en bolsillo,Policiaca. Novela negra en bolsillo",,31.90,30.30,496,EMBOLSILLO,CASTELLANO,Tapa blanda,9788418185366,2022,14/09/2022
CUANDO AMAR DEMASIADO ES DEPENDER: APRENDE A SUPERAR LA DEPENDENCIA EMOCIAL,SILVIA CONGOST,https://imagessl2.casadellibro.com/a/l/t5/82/9788408136682.jpg,"Autoayuda y Espiritualidad,Autoayuda",¿Estás atrapado en una relación de pareja en la que no eres feliz? ¿Crees que has perdido el control de tu vida y que estás condicionado por tu pareja? ¿Sientes que te has perdido a ti mismo o que ni tan solo recuerdas cómo eras antes de conocerle? Si es así probablemente sufres dependencia emocional.,6.95,6.60,200,PLANETA,CASTELLANO,Tapa blanda,9788408136682,2015,17/02/2015
,,,,,12.95,12.30,,,,,,,
ENGLISH FOR SOCIAL INTEGRATION AND SERVICES,CARME PRADES,https://imagessl4.casadellibro.com/a/l/t5/defecto4.jpg,"Libros de Texto y Formación,Ciclos formativos de grado superior",,30.00,28.50,207,ALTAMAR EDITORIAL,CASTELLANO,Tapa blanda,9788418843280,2022,31/05/2022
DRAGON BALL SUPER Nº 17,AKIRA TORIYAMA,https://imagessl4.casadellibro.com/a/l/t5/54/9788491746454.jpg,"Cómics manga infantil y juvenil,Manga juvenil,Shonen","Goku y Vegeta se enfrentan a Granola, convertido en el mejor guerrero del universo, en el planeta Cereal. ¡¡El choque contra un Granola sediento de venganza resulta inevitable a pesar de los malentendidos sin resolver!!",7.95,7.55,192,PLANETA DE AGOSTINI,CASTELLANO,Tapa dura,9788491746454,2022,14/09/2022
¿COMO APRENDEMOS?: UNA APROXIMACION CIENTIFICA AL APRENDIZAJE Y LA ENSEÑANZA,HECTOR RUIZ MARTIN,https://imagessl9.casadellibro.com/a/l/t5/59/9788418058059.jpg,"Psicología y Pedagogía,Psicología,Psicología evolutiva y del desarrollo",,9.99,9.49,328,GRAO,CASTELLANO,Tapa blanda,9788418058059,2020,14/01/2020
